Certifications,Department,Employee ID,Employee Type,Job Role,Leaving Status,Manager Name,Skills,Training History
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,6562,Intern,HR Manager,Resigned,Melissa Contreras,"['Training and Development', 'Recruitment', 'HRIS', 'Performance Management', 'Employee Relations']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,6890,Part-Time,HR Manager,On Leave,Louis Chambers,"['Performance Management', 'Recruitment', 'Employee Relations', 'Training and Development']","['Recruitment Strategies for Success', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,7209,Intern,HR Manager,On Leave,Justin Jones,['Recruitment'],"['Training and Development Strategies', 'HR Information Systems (HRIS) Implementation', 'Performance Management Essentials']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP)",Human Resources,9508,Intern,HR Manager,Resigned,Gloria Jackson,"['Training and Development', 'Recruitment', 'HRIS', 'Employee Relations']","['Recruitment Strategies for Success', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,416,Intern,HR Manager,Resigned,Andrew Le,"['HRIS', 'Employee Relations', 'Training and Development', 'Performance Management', 'Recruitment']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,1721,Intern,HR Manager,On Leave,Shannon Ward,"['Performance Management', 'Training and Development', 'Employee Relations', 'HRIS']","['Effective Employee Relations', 'Training and Development Strategies', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,1892,Intern,HR Manager,Active,Lisa Ramos MD,"['Training and Development', 'Performance Management']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,3420,Full-Time,HR Manager,On Leave,Amanda Garrett,"['Employee Relations', 'HRIS', 'Training and Development']","['Effective Employee Relations', 'Training and Development Strategies', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,3576,Full-Time,HR Manager,Active,James Conrad,"['Performance Management', 'HRIS', 'Training and Development', 'Recruitment']",[]
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,5822,Full-Time,HR Manager,On Leave,Andrew Logan,"['Employee Relations', 'Training and Development', 'Performance Management', 'Recruitment']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,6535,Full-Time,HR Manager,Resigned,Travis White,"['Employee Relations', 'Performance Management']","['Training and Development Strategies', 'Effective Employee Relations']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,8085,Intern,HR Manager,Resigned,Tammy Carlson,"['HRIS', 'Training and Development', 'Performance Management', 'Recruitment']","['Effective Employee Relations', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,8385,Full-Time,HR Manager,Resigned,Madeline Coffey,"['Training and Development', 'Recruitment', 'Performance Management', 'HRIS', 'Employee Relations']","['Training and Development Strategies', 'HR Information Systems (HRIS) Implementation', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,8778,Full-Time,HR Manager,On Leave,Perry Chase,['Performance Management'],"['HR Information Systems (HRIS) Implementation', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,9061,Intern,HR Manager,Resigned,Kerry Thomas,"['HRIS', 'Performance Management']",['Recruitment Strategies for Success']
"SHRM Senior Certified Professional (SHRM-SCP), Senior Professional in Human Resources (SPHR), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,9276,Full-Time,HR Manager,On Leave,Haley Evans,"['Recruitment', 'Training and Development', 'Performance Management']","['Effective Employee Relations', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,551,Full-Time,HR Manager,On Leave,Kristen Reyes,"['Training and Development', 'Recruitment', 'Performance Management', 'HRIS']",[]
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,1330,Intern,HR Manager,Active,Kelsey Smith,['Performance Management'],['Training and Development Strategies']
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,1505,Part-Time,HR Manager,Active,Sandra Merritt,"['Employee Relations', 'Training and Development']","['Recruitment Strategies for Success', 'Effective Employee Relations', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,2209,Part-Time,HR Manager,Resigned,Amy Garner,"['Employee Relations', 'Recruitment', 'HRIS', 'Training and Development']","['HR Information Systems (HRIS) Implementation', 'Effective Employee Relations', 'Training and Development Strategies']"
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,2814,Intern,HR Manager,Resigned,Stephanie Reyes,"['Employee Relations', 'Training and Development', 'HRIS', 'Recruitment', 'Performance Management']","['Recruitment Strategies for Success', 'Performance Management Essentials']"
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,2883,Full-Time,HR Manager,On Leave,Richard Medina,"['Performance Management', 'Training and Development', 'Recruitment', 'HRIS']","['Effective Employee Relations', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,3828,Full-Time,HR Manager,On Leave,Belinda Nguyen,"['Recruitment', 'HRIS', 'Employee Relations', 'Training and Development', 'Performance Management']",[]
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,3989,Full-Time,HR Manager,Active,John Moore,['Training and Development'],['Effective Employee Relations']
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,5883,Full-Time,HR Manager,Resigned,Benjamin Ford,"['Performance Management', 'Employee Relations']","['Effective Employee Relations', 'Recruitment Strategies for Success']"
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,5980,Full-Time,HR Manager,Resigned,Michelle Barrera,"['Employee Relations', 'Training and Development']","['Performance Management Essentials', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,6113,Full-Time,HR Manager,Resigned,Steve Haley,"['Recruitment', 'Training and Development']","['Recruitment Strategies for Success', 'Training and Development Strategies']"
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,7543,Intern,HR Manager,Resigned,Heather Robinson,"['Performance Management', 'Recruitment', 'HRIS', 'Employee Relations']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,7856,Intern,HR Manager,On Leave,George Oneill,"['Training and Development', 'Employee Relations']",['Effective Employee Relations']
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,9586,Full-Time,HR Manager,Resigned,Amanda Parker,"['Training and Development', 'Employee Relations']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,9587,Full-Time,HR Manager,On Leave,Joseph Trujillo,['Training and Development'],['Effective Employee Relations']
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,9813,Intern,HR Manager,Active,Kevin Young,"['Performance Management', 'HRIS', 'Recruitment', 'Training and Development']",['Training and Development Strategies']
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP)",Human Resources,9944,Full-Time,HR Manager,Resigned,Katherine Walker,['HRIS'],['Training and Development Strategies']
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,945,Intern,HR Manager,Active,Vincent Arellano,"['Performance Management', 'Recruitment', 'Employee Relations', 'Training and Development']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,961,Full-Time,HR Manager,On Leave,Casey Baker,['Training and Development'],"['Recruitment Strategies for Success', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,1124,Intern,HR Manager,Resigned,Jacob Vargas,['Recruitment'],['HR Information Systems (HRIS) Implementation']
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,2040,Full-Time,HR Manager,Active,Emma Hunter,"['Employee Relations', 'Recruitment', 'Performance Management', 'Training and Development', 'HRIS']",[]
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,3264,Full-Time,HR Manager,Resigned,Tommy Salinas,"['HRIS', 'Recruitment', 'Employee Relations', 'Training and Development', 'Performance Management']","['Performance Management Essentials', 'Training and Development Strategies', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,3388,Intern,HR Manager,Resigned,Debra Vazquez,"['HRIS', 'Recruitment', 'Performance Management', 'Training and Development']","['Performance Management Essentials', 'Training and Development Strategies', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,3467,Intern,HR Manager,Resigned,Phillip Logan,"['Recruitment', 'HRIS']",['Performance Management Essentials']
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,5345,Part-Time,HR Manager,Active,Tina Thompson,"['Performance Management', 'Training and Development', 'Recruitment', 'HRIS']","['Recruitment Strategies for Success', 'Performance Management Essentials', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,5969,Full-Time,HR Manager,Active,Kimberly Anderson,"['Employee Relations', 'Training and Development']","['Training and Development Strategies', 'HR Information Systems (HRIS) Implementation']"
"SHRM Senior Certified Professional (SHRM-SCP), SHRM Certified Professional (SHRM-CP), Professional in Human Resources (PHR)",Human Resources,8416,Full-Time,HR Manager,Active,Michelle Cunningham,"['Performance Management', 'Employee Relations', 'Recruitment', 'Training and Development']",[]
